horizon,parameter_only_rl,fixed_f8_rl,fixed_f12_rl,adaptive_cap8_rl,adaptive_tau_rl,spread,matched_mean_gap,matched_median_gap
3,1.01520439766328,1.00328359652077,1.00414335284191,1.00367045717779,1.00920720998536,0.0152043976632801,0.000245604968366424,0
6,1.01485083484318,1.00069144419235,1.00350929965619,0.99322456258296,0.996010129520366,0.01485083484318,-0.00566086776850281,0
9,1.01596593098956,1.00076408414772,1.00420457614493,0.993084481001162,0.996042599755383,0.0159659309895599,-0.00657710736419311,0
12,1.01341205138411,1.00378717856114,1.00466427021734,0.998339862294899,0.999859806814664,0.0134120513841101,-0.00509343801564886,0
18,1.01908099433629,0.999135253777773,1.00150250606023,0.995779815989072,1.00479942246927,0.01908099433629,-0.00375833961568838,0
